id,text,polarization
en_561a6df6000e081dafec5e21c3e6e4e4,trump returns to usmexico border lays out immigration,0
en_5ee7a46a85b5d1bff8b1f089755c6b8e,kamala harris won an election once,0
en_3e669f8de6b47cbf46f5310d8f2a9f99,you said an israeli actress not an israeli character,0
en_8366a8bf523356b1329f0bd1dbb1ee0a,was there a ceasefire during wwi to hunt wolves yes,0
en_ca99e417ba56c186664ad50b13aee3bf,trump lie not statistically possible rigged election tfg trump,1
en_adb1551027c430f08591f12c666f682a,defund the castleton police department defundthepolice,1
en_99493003e3c2b10ab5921bec637fe424,go ahead and call what youre suggesting ethnic cleansing,1
en_0bcf7bc3f18db0e89061e0d3e370d9dc,more people changed their voter registration to gop in than ever before in history why bcuz of the lefts evil rhetoric and conduct,1
en_05ef8088df2bf16b3bf32fa7e50d180b,hamas in two days why dont you a,0
en_71abb9cfd526d5c66af9111e429d954a,eyewitness afterthought deportation grant bowler extrapolate,0
en_c6a49e35e744cbf912351e7cd2a8fc56,unrealized benefits of immigrationindiana daily student,0
en_74a125429f636e9007b4483fb79c9500,and this is where the radical left and radical right meet,0
en_9d67e99862bcfda65d42a76ce6930757,i think theyre doing just fine with zelensky,0
en_eb56499c0778a9424138d6bffba09bce,blinken is the butcher of blinken butcherofgaza gaza genocide,1
en_fe00fe51bf1429b0d7d088a43f233ef1,tomi lahren lands a job on fox newsdonaldsonville chief,0
en_da3b83c67740599170dbf8a09f29413b,lost moments in british rap improves your brains if youre a fool ohho and i read in the middle east traded some for a hostage release now if youre bald itll give you hair if youve got straight trousers itll give you flares,0
en_7a77763dd1dc67f6d6feb6655b727eb6,top senate republicans seek to reprimand willis,0
en_6f6631a92aa382ab6404cf8e4ab89133,danbury democrats landslide victory flips balance,0
en_b7b1202babecc2591e17e9f119449faf,i demand a recount emzz,0
en_6ea761858581669d93ebfbcde728e331,frankford received officer of the year award,0
en_5961ad8dd4d7bf4231784dafca1882c4,stupids order to block all grants and loans unless agencies had been directed to answer a series of yes or no questions on each federal program by feb the questions included does this program promote gender ideology and does this program promote or support in any way abortion holy shit,0
en_79820809783effbfa495b55d20ad4d4e,gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza gaza,0
en_f201b67b1ee2c8f0321c3a90e123cd17,two long island house republicans refer george santos,0
en_5f587f24e26ae01a031e70237da64476,top penn med gse admin denounce calls for genocide,0
en_338dc0dceaae99a9d71a64a4c4374ae2,can we throw out the electoral college now onepersononevote,0
en_3102a29addc4143cb622963d5efdc054,an illegal invasion that was literally avoidable if not due to aggressive nato expansion eastward grand,1
en_f85ddeb4e24a77d881d1a54b148409d7,another billion in military aid for ukraine,0
en_113734445f66468f9bbc39dc88d269c9,i just know kamala harris be squirting,0
en_2e97e25b21652a69377caa25869aeccc,annelle sheline jordan braces as israeli annexation of west bank looms responsiblestatecraft orgisraelannex,0
en_154e8f522918708a2c86c85969578ef9,putin says zelensky is a nazi orban says zelensky is the international jew messaging mixup,1
en_92334083942172062fd22cf2ed2207d9,national identity leopard another possible explanation is,0
en_9bcd29cd0bf8ad6265a8dc43296f022f,war crimes farming hopefully these all help,0
en_b648b89c8d5650606a2dff87caa5543f,skier recounts exacting rescue after silverton,0
en_2935fb66e209cd14d963a535bddbe4b9,interesting where have i continuously insisted theyre open americans do not want open borders deporting illegal crossers and merit based entry is broadly popular,0
en_696a0e65c800e613b02e0f92f34d2a70,or conversely repress red states votes,1
en_811fa5384d62cc7f46ad5722d0addf64,bucks county native carol simantoc killed in hamas,0
en_37b315fba430a74880bcb17751d40a64,this is false please dont make fake news tge norm,0
en_1bf4b4ddc1cd5ff2fbb12679d520f1cd,has cnn blamed the ukraine invasion on trump yet,1
en_bbf2a834888fe4e08c85536d23bb093a,take us with you canada sincerely all blue states,1
en_3526ef39bd3563a8cf487f70eeba3aea,because the west isnt going to send military aid which is what they really want,0
en_51c468a8fb151dba1b31ebbefa786e16,of ukraine territory and of ukraine wealthproducing sector is that enough and for a bonus denazification,0
en_c593f9ac71f63284785e24b543896994,yes the ypg hashad ties with the pkk and al shara formerly al jolani is a wanted terrorist but lasting peace needs amnesty there are no allmighty powers like after wwii who can do a denazification and in that case the only path to peace is general amnesty yes even for terrorists,0
en_b946164eb7ed8a02b65405124dd60fc5,thank you qatar qatar agrees to reconstruct gaza homes destroyed by the israhell operation gaza,0
en_99f452b1aacf0e541214e0ff12c9857b,please get this passed so the government can return to working for the average american not just the rich hopefully those whom are losing their farms medicaid medicare va benefits and soon to lose voting rights wake up and see this will benefit them,1
en_f5411bbd96a776cbbe1d980ba3d4216f,it is not that mike pence lovingly eats his dogs hair its that mike pence stupidly invades fruitflies during choir,1
en_9d06a5046b3b94e9b963472e8e07e5e0,yellen will act further if russia furthers ukraine invasion spy qqq,1
en_249ecd6c8af22df3368bef93bfbb66f4,africas economics and its take on the israelipalestinian,0
en_8beb411500359d7494c7de90627163ca,a look at day one of texas ag ken paxtons impeachment,0
en_9f94e75a12c5ebd077fc303084707a6a,facts its also a bit maddening when someone who owns guns claims their second amendment rights are being removed because they can only buy one gun every thirty days or they cant buy a magazine with more than ten rounds and on and on,1
en_13b07565f75bcba55c8033ee42caf542,division of russias biggest lender falls into insolvency after measures imposed over ukraine invasion,0
en_5d3621c711246dbe92c620bb325f0edb,bargain airline to begin commercial service out of salem,0
en_9dd8b04226b0d9a3fad7e4589c3ddaea,they claim the students were killed by ukrainian nazis,0
en_f17441cde1cb27df110b6bf113aec559,be careful here youre projecting read what he said again maybe without the liberal agenda shoved down your throat,1
en_bf4cbed3e03d7c62a75d22f3c204abab,im an israeliamerican who attended brandeis,0
en_b69779b85257a3093d48e15448ada0f4,its not the beginning of the ukraine invasion u had to catch i didnt catch much of thebeginning,1
en_289c6aff5261e040d4eedb45ddcfb6eb,fishermen in gaza israeli gunboats opened fire towards fishermen boats off the coast of the northern gaza strip earlier this morning,0
en_69f6835e1c1da40558e29f004b7563bc,this happened in the uk too and the woke mob were silent,1
en_b617ed894dfa0c7ab286c7e8cad1e16c,faculty support educate students on the israel hamas war,0
en_454f9afd3b4bd2b22fc907d536173536,jack smith took his case against donald trump straight to the supreme court here ä s what that means,0
en_43374a95f5e855fb347ec241450e5e3d,ceasefire lol not even close its just palestines unconditional surrender theyre repackaging as a ceasefire to make it look better,1
en_87e8e05d7ade8df7258fbee4f84d2580,but you implied it is a deserved collective punishment for hamas leading the territory,0
en_32cce4aca54d7f37c5f0e12a29d7f627,since when did they say they were for farmers i thought they were just an anti immigration party,0
en_88a721ecb187533d39a9b2aa6e8172d6,next month at uchicago book talk by simon avenell australia national university on asia and postwar japan deimperialization civic activism and national identity at noon seminary coop bookstore eabook simon avenell eventbrite com,0
en_099e62ac13677bed64779680f579ef24,probably alex jones infowars epoch times breitbart fox oan,0
en_7592c8e2bad757d4e872d289c1f74ebf,oh fcck you cnn fcccckkkkk youuuuuu,1
en_6a0132d24a27d0e8be7c7c7015d1dba3,she was sacrificed by the government for populism too,0
en_bafabc31f6eee358e5e9e4d235d03665,un timorleste news december refugees,0
en_2db047af7325053ea2fabd6426761f79,denazification as an excuse to explain russias deployment of troops to ukraine alleging that hitler was of jewish ancestry,1
en_bcdfd3e1373a0d1fe53a4f6707e32021,democrats accuse twitter of profiting off hamas,0
en_93f9c8c1e5c3e50b98d20d1b3bfe644b,germany provided a new military aid package for ukraine,0
en_c293de05d8d79ae40f0dc6da10c5a962,arizona republicans formally oppose new grand canyon,0
en_01cd4aace264d760d004222e1c14b7c6,vernon county republicans implement new candidate,0
en_a7bc1957b80b17719f384089d8462311,good riddance twitter and facebook the masters of fake news,1
en_4f49babb4f331336d5e449b78a7c1ea8,putting asylum seekers in detention camps is not prolife,1
en_5eced3083807e40695a1a5936e2336d0,youre not letting them stop grandtheft bribery and election interference fjbiden,1
en_70aeeda19598884d763d79a2ae2dbf74,defund the police fund the potholes,1
en_52d5a34c1291218ffdf97fa30a5af5df,see my comments about christian antisemitism and zionism,0
en_fa8e06beb55333f027753466c2eaa4e5,nigeria situation report november refugees,0
en_f0d023243ee6ff47bccfdadf80e9ddf8,denazification is carried out where the nazis are on the spot,0
en_75f9313aa8ca10a57847c843a62c1ea1,democrats finally seem ready to wage war on fox,0
en_a9f5277ef85506404cedd912e1e595e4,dems republicans luzerne county council seatstimes leader,0
en_717f3f5e25bb988c8b352d37c7d3b0d7,i dont think donald trump can the presidency as,0
en_35d1e7df3e64825ba4c214e3d2c7bae3,preemptive snowflake,1
en_cdbcac241a148175488059f3b397a5d0,wyoming to red states hold my beer,0
en_77a20fece94dfac48ed3543d047a2171,tim scott blames joe biden for ongoing israelhamas,0
en_e68b430ae33d9b89c3a6c8796155517a,elon musk is a deep state agent according to elon musk open substack compubthebulwa,1
en_1609a7e797e718ee5907defd130c7261,illegal immigration would be stopped quickly if we jailed the employers they work for that should be a law,1
en_1b5b4dfa4b12c7eb4d73884e8386656d,foster city rejects ceasefire resolution request,0
en_1a0df1cce7a20bd99892c6f1e4b8df8f,elmo is rich and above the law asylum seekers are poor and below the law facts,1
en_067adc4c844cdb920bd20c367c188418,nj survivor of hamas attack in israel still trying to heal,0
en_9b91591fe379f2328ca6a8e5076f6377,dont forget election interference w student loans and strategic oil releases gas is up since election day,1
en_99ecf53249c8852a6d6edc19198d8ec5,ukraine hey biden i hear sanctions sanctions sanctions youre treating putin like a child time out doesnt work closethesky,1
en_139d869b6c0ceec6f233552e1d998149,was this before he was on the show extreme right wing makeover,1
en_e374d35e998fff6efdc94f4ef72bb3cd,republicans seized control of the nc supreme court,0
en_820c5cdc36d5ff4876456814a3232d13,student alliance for israel organizes vigil for israelismassachusetts daily collegian,0
en_9486c3a9b91c091c32acb0e9b5656536,the us defence department has announced that u s central command forces conducted precision air strikes today targeting isis camps operatives in syria pentagon press secretary battle damage assessments are ongoing there are no indications of civilian casualties,0
en_8b541875916ea7720d441ec64d3a61df,republicans scrutinizing mccanns voting recordthe lewiston,0
en_1f88a3cdadaebea347d3aab2e6ef388a,and a hangar with us military aid paid for by us taxpayers,0
en_82353252b4375eb1af19ac66dff80633,death of manuel ellis sparked police reform in tacoma,0
en_3850ec13cdbb4f734bdf1af74782ed70,that he got mexico to pay for border security is no bullshit,0
en_b1e849ef2d4decbec70fbb05129bc025,multiculturalism is just invasion and displacement of white people in white countries a savior complex that calls for the flooding of white countries with millions of nonwhites should be categorized as a mental illness and you locked up,1
en_0d9c500e39edc99af8c61c45db8825a2,lazy woke excuse to justify sjw practices,1
en_6bdc71240598e19e5e6a27cc089f925d,do you want to sue joe biden kansas ag kris kobach,0
en_c530b3a0f7114ea1f770ff18cfb1e4a5,antisemitic hawaii peace activists tied to hamas iran,0
en_7c4f0b7b4d9b9fea9cde754b8b46e933,this leaves gaza ceasefire and steel,0
en_1b63915190fb037dca3654bcadffc295,theyve been the same israeli encroachment,0
en_5e6c2461df4dbdd6db91e8ac97a48281,antisemites why didnt israel give iron dome to the academy to protect chris rock,1
en_45fc767c0bc9ab7687447965032efb09,hindutva populism that is what powered indias freedom movement truth alone triumphs,0
en_c99afcbc7d8e19c8b25b031f65102f85,protrump republicans beg him to reverse course on part of his immigration crackdown msnbc,0
en_343d2a3e6df7e0851ab0e0b6258c41bb,they sent them to red states,0
en_7aed13a7697be5ab0a0e70f5768faf1e,its because early voting was before the debate,0
en_59160a63f08342b782fe455ff9ce20da,the united states overuses sanctions,0
en_fcc9333ef39d3dd3fdfcb648528f28cb,dont forget to update your voter registration if you moved or havent voted in a while,0
en_34a86d67113c2afe6480c5eba19d382a,republicans husband goes viral after refusing to shake kamala harris hand,0
en_5f81d8405749edeb664d5fd3348b3682,trumpism will endure long after hes gone yes,1
en_78530d6fa5f7b6d8b5f042b68e6f56b8,felon musk felon trump idf supporters,1
en_f124caf50775dce5a11ec39882e03f2f,biden impeachment inquiry revs up after house gops,0
en_43fa4845c30bc09bacc0221f0cbf16fc,ohio republicans propose sweeping changes to legal,0
en_3785f7ac5937883b935b395cb9bf9869,warren whats up with elons conflict of interest and illegal immigration,0
en_be8d5d885fe460566c7a2c3013e193f6,most people who dont vote dont even know what the electoral college is much less how it works,0
en_383134922729cf4b70de6cdbe9fe72ca,its antisemitism when you link an article by an israeli tackling their own feelings about tlou,1
en_85811307a0df20a1c614051483660215,so how is it going did you like a stolen election,1
en_729392e90a6e021b0a77fe2d01267dc2,tell it to the idf,0
en_178532dec8c5e99c00ad83a5f6f660ff,i am anti immigration all they bring is anti black views crime drugs,1
en_94dd37dce9f92bcf7ceb24c55570f49b,ethnic cleansing in a civil war you folks instigated,1
en_f8b0715d110e89100065ba4551cc6ff2,but what good did impeachment do the last two times it didnt prevent him from continuing his criminal agenda,1
en_e9605c10d6de199971f9ee4efba4ca9b,meanwhile gaza was judenrein for a full generation but do go on about ethnic cleansing,1
en_d98e404d090dd82dcd1e8ecb93107b3d,israel declares war on hamas uaa political,0
en_6e9a15bbea8e038a051ecd2b4601a8f6,when it comes to immigration whos right,0
en_2249102ffc5a7149ef8d8e6ed9248d24,is famus precinct still open for early voting,0
en_81479f476a15c52fd3b9aa7c5f0f2e1f,february voter registration continues trend major parties down np combined total not d or r up in voter share details soon,0
en_5efa826152c9b1137a3696e35093e206,new york muslims denounce israeli attacks in gazasw iowa,0
en_15d41f4e98b71375d55d384ff90469c5,ceasefire by will hit different tonight like its over,0
en_156d49d87537a8368fbe76f8571e33d0,halt nato expansion force a nato reduction,0
en_eb24cd364c31bf1b305629d94fb31dc1,its not the radical left mitch there is no radical left its the majority,1
en_3b346a8e85d661ff2f35c5a6056f6518,fox is not a news network but a propaganda,1
en_6830f6ee4887cac1df0c0ac419e2dd26,after georgia indictments young tells republicans to not,0
en_0dd5002028ecdede8dc6f8175fec290e,liberals fall for sensationalized fake news too were all too eager to have our fears and biases confirmed,1
en_39b20adac4695a06de0872278056affc,musk discovers that joining forces with xenophobes means promoting xenophobia,1
en_77af6a570652205c2f18463751e41580,iron dome for ukraine with american tax dollars did anyone vote for this in november you can,1
en_9eb05dd6a0c473b5df4c62a55519d4b1,the fact that we still have the electoral college is wild,0
en_8d81987202b87ef20b933f3552449662,appalling parroting russian propaganda at every turn,1
en_63d6e4716f0aa7148608671857d4c72a,he has russia and ukraine discussing a ceasefire already,0
en_0982e4557a742d3d69f2ff34338a1f72,president joe biden goes on bike ride and draws crowd,0
en_bdca71ed24ecfbe8ef22f2d77972af29,someone met israeli delegates in uk,0
en_4e51cce4077d5c3cbb054ac155307da0,mtg aided in the insurrection and should be investigated and charged,1
en_a5c10ec4202d6ea9118c80e7e32a0092,a very moral army idf gaza israel,1
en_81ca27765f6438c46bd8941199448718,voter suppression huh whatever u say russian bot,1
en_f608c344ed930a9ef4befa9a77f02779,i agree gaza is an apartheid state with nazi type leaders,1
en_554e74115a12b34625b0c149bfbbb095,tunashindwa am like a rigged election,1
en_fec9213145525b2556f21bd811c6b082,in a rare action against israel us says extremist west bank,0
en_7d6fd466a12a587b31b65c34688a7d52,blue states always have to save red states,1
en_0fbf1b878067d7b81a1365c765d053da,i wish ukrainians got those amazing iron dome missile defence systems that seemed to protect israel so well in the past,0
en_ca881ac98fc39a10e272e2dc881aa2f5,guys who dont touch boobs are more likely to be extreme right wing,1
en_f08d027a8e5c3dc29456980372283da0,so their solution to stopping illegal immigration is to shut down the app that allows immigration to enter the country,0
en_a1e2df3e5a1373c0794e00b02f7d31e2,respectfully i am too drunk to continue this i request a ceasefire,0
en_342360e14e6e59d327defad58c7e7edd,whats breitbart is it like brexit,0
en_3d64063dedeffc3bf9a23d16558e16d4,borders are modern day segregation rooted in xenophobia,1
en_fc605ffc801256dce7f0ae7679b1b793,liberals love to praise open borders until you mention russia,1
en_bb797d78878ac669b8e523473fe5390d,should of had talks and a ceasefire money first lives nd,0
en_d04578ea73cb43654953cfe4fcce7d19,i think deal with it is literally what the second amendment is about do i misunderstand,1
en_d97436d36f0f1709cca69889f417aa16,democrats running in oyster bay raise ethics issues,0
en_dce59282e791df3290dbc117388ecaf3,republicans celebrate night of big winsthe long island advance,0
en_c87211658d7337948b32d64b924f6bcd,we committing war crimes together,0
en_0db6656ea02920fe236fd7f0f66db198,socialism is when lgbtq rights,0
en_e1e114def479cc9c347d85d68d327813,process refugees in calais politicslive,0
en_48653bfaa99c963396453f3b126c0c55,how to watch donald trump town hall and why,0
en_e98ac34c7b6bf5b8a4653ee917bb9072,so it really is a sensitive woke mob there then,1
en_96c4022dadba28e664670321d30476b1,ultras will say there are no ukrainian nazis when hitler was literally ukrainian smh,1
en_d58561977389120772d5c20878fe6592,my favourite think pieces are the ones that try to explain away her xenophobia and racism,1
en_e6d28f33b263e531cb63ef8bc2db6f3e,putin says there will be no peace in ukraine until russias,0
en_9c4239d86aaa14f252aeb735b2340489,kharkiv feeling a little gaza now kharkiv,0
en_24677d28914dbd436c91eba0978dc0e0,exactly not just refugees from europe either refugees ukraina europe,0
en_98e04d8b50f45e3fbabac45a60b8025f,get local gop reps to defend these cuts,0
en_e0ce3a29ee19a3df5996c70bfa8d31fa,the gop taliban to women shut up sit down and stay home on election days hartmannreport compthegopta,1
en_12d9885473847ae8b3e574deeb52e30c,lets just make it deportation or the death penalty,1
en_dfc12f015c0f8c51a93196fa60dfb793,ill watch msnbc if elon buys it pretty much the only way lol,0
en_f64ff3158587dde94c369767eac28dec,gop ousts democrat czarnezki from wisconsin elections,0
en_07419df4c350ccf068d651ab885ced52,donald trump urges iowans to turn out slams kim,0
en_b57e51fe89bcceadc1612a818fcff3c9,ou community shares opinions on israelhamas war,0
en_2a674d91b1875e5e2435feffa293ac98,mint choc chip frostino nationalism,0
en_7d7a78fbd50e92397482662e2103e443,life hack wear ear buds while walking to the door of the polling places so you dont have to hear them beg you for your votes vote,0
en_654cd85441d29e5b8227d9fd8e26c444,donald trump was indicted twice over the,0
en_b1185828f87f7847211184f42727d48b,when are they eligible for deportation,1
en_36cc0845ec9813e936f1431aa0312d2c,the deep state will deep state,1
en_6626c8dc405616da1060cbd55ca3370f,if you are a liberal defending pedophilia because its part of the liberal agenda you need to reread that and let it sink in,1
en_4bb91a7bae2121fa10a19afd13cff20a,memorial service for lura beth nichols white announced,0
en_3a6672eb8e74090ad8884ee4f3343dc0,he also voiced support for elon musk tommy robinson and alternative for germany the farright antiimmigration party yeah complete mystery,0
en_764e8a8f06a96958cca3c4df2c6e6695,oomf is larping as kamala harris on roblox,0
en_e455c8d293cd6f525c0947c4e8091791,he already has while the right wing scotus red states and his nazi allies in congress are complicit,1
en_27f0b634f7a3d8b656b7a120ed8a0853,solidarity with those in sarajevo protesting against a sectarian law imposing mass disenfranchisement by a german viceroy today,0
en_61d75f42a624970c65059d1654a22a2d,i didnt see trump winning new york city and same with germany antiimmigration votes almost entirely from regions with little immigration,1
en_7cf0883d4b6fd5f3195cff551b52a8f8,sheriff s office investigating payne deaths as homicides,0
en_8b4686345a545d7af8278ff3014de378,you forgot pedophiles theyre prolifically entrenched within religious institutions antiabortion laws combined with christian nationalism equals mass pedophilia,1
en_fa8f89a8eca80360fbb8bbf57f91976a,war crimes after war crimes,0
en_c3a4888d3e1d176c8fca3e5184caa2e6,now lets watch as some of this gets repurposed for the liberal agenda as we get closer to november,1
en_a9726948cca2b93ed3de01e4893404bb,yeah because hamas they attacked israel yesterday,0
en_052b43d2a30812271ebbfdae2d63c909,joe biden and joe biden alone caused inflation,1
en_462805b89cfe44667fc333084fd8ed33,uganda land of refugees whats yo contribution to the russiaukraine war,0
en_e2ac9f393e183583fe89025d8b23ede8,jesus spoke aramaic and he would have regarded himself as judean he would not have regarded himself as an arab or a palestinian palestinian national identity appeared in the th century,0
en_0978d6250cd926fd1f0773d1ca26aed9,anyone else having trouble watching msnbc tonight,0
en_20e71e1281915547fcf40e61b8cc1b27,we live in the country and have guns that we shoot our maga neighbors keep calling the police on us then turn around and shoot their ars pretty sure my harriswalz sign is the reason why its not okay for us to practice our second amendment rights whos the snowflake now maga,1
en_8f27cede7856795ab32c09b953b67ff8,uga political groups debate the second amendment,0
en_d7f7a186c80e96ffa4772daab67fce83,the electoral college protects the people from the tyranny of the left,1
en_3382f7ebb16272025881f1353377e65b,republicans gain super majority in louisiana legislature,0
en_c8e21fbd23f67d6411638f0c46c17e7c,bankturn out for fidf shabbatatlanta jewish,0
en_a21e045198a040d4bb8cab4a8a985a34,sarah is right and i as a leftist myself sound the alarm our resistance movement cannot become just the most radical of us narrowing us further away from the swing voter we must oppose trump from an ideological position broad enough to win the next election it is less about too conservative,1
en_7b91dbdb2e15bbd4b16783c0609a30ac,we like soil amendment more than the second amendment swordstoplows,0
en_7f64e7cf47c2bd51311bd92d3b8d08e6,not educate the voters in these red states,1
en_aa6d412a5ebd0497df0cb9d2f7b74c08,no its about gun control strictly gun control,0
en_11a63b0f759b8d503221fb06703f4664,somalia humanitarian dashboard january november refugees,0
en_357aa9c8e82c639ae1a9f0a1a7abd3c0,donald trump threatens house gop to impeach joe,0
en_060b919e8a2fb8aa53a972ad322998d3,ya well lindsey said trumps insurrection was too much too then stuck his head right back up trumps fat orange ass,1
en_d4bd276428e3b4e5991171ee7eb24cef,they did learn something unlike the nazis the genocidal and apartheid state of israel learned how to get away with it,1
en_425a391736b1822d167f1cbf0d195a6e,donald trump headlines south dakota rally with kristi noemrapid city,0
en_7c2ac09d78f1b5ec72be8761d7e9a93a,can you imagine the media frenzy if president joe biden had forgotten to swear someone in,0
en_aee83d6e0357d9886e7c95604fda204d,two super bowl parades in a row with people getting shot last year kc players were not willing to come out in support of greater gun control will philly players be any different,0
en_0eb9d5914703d2a41853cc3aaa010a2d,why the emphasis on it being the only jewish state does this negate the things i just mentioned somehow,0
en_5f4284b8243fb9c8446126ef7007ea24,he correctly pointed out israel is an apartheid state and was attacked relentlessly for it,1
en_7ed6a4cc1529dbb709066269e2f8f3a9,i think folks on the other side claim that israel is held to a higher standard therefore antisemitism because they happen to be the only jewish state,1
en_abf66a53fe93de25a86dea10cb77a0de,another detachment from reality by the anti immigration fucks everyone told you what would happen if britain left reap it,1
en_176975bd2b866282d5c5afc23bfb870b,bay area israelis and palestinians watch developing war,0
en_a10a770ff6910ce487c6f6b37ee8c6f5,american legislation sanctions cotton and goods produced in xinjiang and american legislation sanctions procurement boycotts of israel,0
en_2579cb7c9fea4ede8c1873bed9a140f4,its the start of their politicallycalculated ethnic cleansing,1
en_db449c8a446fb87b206e802fa55b7354,say no to antisemitsm say no to zionism,1
en_562727bf13929439b34225ac06b6cb27,im still seeing ppl claiming xn nationalism was recently invented as a slur against maga,1
en_ab5536555e36a96a067c240b4c0a77a0,bms student recognized by decatur police department,0
en_73adcc85959a92e41792768a81b08dc4,breaking news us financial sector undergoing deshylockation in response to russian denazification,1
en_a68715d4018c6674fabd77ffe4f0db6c,fuck kamala harris that black rat,1
en_4e44dab6a062564ad6bd36396e9f28f8,president joe biden to visit valencia county tomorrowvalencia county news bulletin,0
en_7b337663179d61348ef91dd50c0d84d6,just like the cases of election fraud that went nowhere it doesnt matter what the facts are their supporters never get past the headline,1
en_165dded8053a3e2c4e37f0301c9fa4ca,israel isisnt an inherently jewish state and thats goodbad,1
en_d7ba26609948b259170abbaa02594a87,the lack of national identity is the basis for canadian literature you cant lose what you never had,1
en_93a0d983226ee8097d56593702a286b8,she really leading the way on border security,0
en_0efb292c4714758adb1d9c09f4da6475,donald trump stops at front street brewery,0
en_a5f34a5db504fc4801152156897b2c4d,local woman gets a death threat after flying trump maga,0
en_81366827f83a7d1b3133042a8a2c2822,only out in the open apparently thats fine with them they dont mind the deep state if its a little less deep,0
en_29885d0f5f0eedae05761f0d49ba1509,a week of good and bad news for joe bidenthe new yorker,0
en_cdf6b1808064b7e742f1936ae5e30411,larimer to operate new landfill without republic services,0
en_0c373637b79c070e4b97a5e944a4d2f6,former israeli consul in ny criticizes liberal american jewsthe forward,0
en_cf13c630f078af7ed5580db1eb67f8fc,so it was bidens immigration policies,0
en_d34b0b335f0114e4753e1e69e58971c9,too many people are doing a crap harris couldve still won if only she had the courage take on certification this is a friendly reminder that the vps role in election certification is ceremonial please dont do a leftist version of if only mike pence had the courage we know more than that,0
en_c70dceed54c28b7fcb06432724652705,finally fox news helping expose criminals live on the air,0
en_94060119ca5f5a82bee7a3ab67fc9f8b,eu sanctions russian military intelligence for hybrid attacks,1
en_832834db02c46c5c8821f6b3986e714e,it was a coup attempt now its a coup attempt plus a coverup they all need to be prosecuted,1
en_17bde4509f6827a979d61cbc2067927b,israeli adviser to meet with us officials on war,0
en_ca4de70f4426cefb2be76a01c81e7993,zelenskyy will meet biden at the white house,0
en_ad10603be54c4822e4a3c8b4aaa36086,dont abandon us blue dots in red states,0
en_0d7b9ccf09f166a64b7ef04752269306,people need to know what this war really looks like israeli soldiers who served in gaza describe indiscriminate killing and the routine classification of civilian casualties as terrorists in conversations with haaretz,1
en_7662c7d1aa59378faf55f457e5a5c65d,im becoming more and more of a west bank lover its so much less crowded things i thought id never say,0
en_d7180f1beb719f62dda7c7484bde34f5,has there been a ceasefire in ukraine these last days,0
en_32c2a1607cdee3df20e2431c19798422,more of this please and no more throwing trans kids migrants and asylum seekers under the bus,1
en_9e91109f66bc20e08c9d6ab221695c71,fox news is outdoing itself in vacuous less that intelligent bull,1
en_f06df8a1d616a47914fb68ce5e639b42,the idf proud defenders of apartheid murderers of palestinian children,1
en_522ec520df6d2c979cd03cf956048bc3,antony blinken gets it exactly right in case against hamasthe iola,0
en_40d30efeaaa2ce45cad8ade0a982e712,and the past for years had less immigration than the trump presidency,0
en_f2315d202788067f8d354b075f093a81,bill cassidy says donald trump should exit presidential,0
en_491bc41fc851528468b3afc9a4265d48,republicans apparently agree trump should be,0
en_93f3bbb3558fe81927b951e3522ab0c9,no i get it if democrats come up with a border security bill its a nonstarter if republicans offer one lets getr done,1
en_010eb487de28315e699122609848e701,just small calculation on ukraine militaryaid the us has provided b worth of military aid in total and has m population denmark has provided b of military aid and has m population finland has provided b military aid and has m population denmark person,0
en_82ab0750870a478cb4184db1b0a0a016,warning watching tubi funds fox news open substack compubmediaand,0
en_35b03e25b07d19c313bbe460677bc5ea,ky gop leader damon thayer not seeking,0
en_184e45b5362ef6a31d11654e62f99de9,early voting is communist and needs to be abolished,1
en_cd5a47c0ba22f78a46fdc0569f18528c,nikki haley closing the gap on donald trump in new,0
en_dbf6e9f07f6e2cb0db6d12003b65c224,how worried should democrats be bidens bad polls,0
en_9c06308e8eb40608fd3902364694257f,hes lying theyre trying to control the narrative this documents zionists in the west bank,1
en_7e05b370061f7182e2079178736a250d,republicans propose splitting gwinnett between four,0
en_e41ade28c14bd521d50c79b93f66346f,reports of palestinian terrorists preparing to launch attack on the idf in jenin judea and samaria west bank,0
en_7057dd855e8e4390070dfa7c6fc6583c,same thing here been saying that since november the northern swing states were bought thats the only way mi pa wi,1
en_8fec5590767a588447b0469ef5813ad4,missouri gop to choose presidential pick by caucus,0
en_27e6cff7adc7760a57d91013ba79e5fc,senior hamas political leaders nizar awadallah,0
en_d86a9064b9b763eae824fa271569aa39,yep just like what happened in the rigged election,1
en_48005905241fc92d716826dad998095d,israeli and palestinian supporters rally across us,0
en_2af84924efce0a99f76c1f1734e49bb5,please support ukraine stop russian aggression,0
en_9faa250aa5f6ed6ce12ecc9989d8d933,wont impeachment trial work better,0
en_11d48a3c0a42a7ec34676b8c7bd1d6da,hope blue states have a worst case contingency secession may not be legal but who cares anymore right,1
en_4b89c4ae19888c17e254b717bf07bc4c,zelensky raises prospect of european peacekeepers in ukraine,0
